Sender;Ngram;Count
blondtrip24;('y', 'a', ',');1
blondtrip24;('a', ',', ',');1
blondtrip24;(',', ',', ',');1
blondtrip24;(',', ',', ' ');2
blondtrip24;(',', ' ', 'M');1
blondtrip24;(' ', 'M', 'y');1
blondtrip24;('M', 'y', ' ');1
blondtrip24;('y', ' ', 'g');3
blondtrip24;(' ', 'g', 'i');1
blondtrip24;('g', 'i', 'r');1
blondtrip24;('i', 'r', 'l');1
blondtrip24;('r', 'l', ' ');1
blondtrip24;('l', ' ', 'a');2
blondtrip24;(' ', 'a', 'n');2
blondtrip24;('a', 'n', 'd');2
blondtrip24;('n', 'd', ' ');2
blondtrip24;('d', ' ', 'i');2
blondtrip24;('i', ' ', 'g');1
blondtrip24;(' ', 'g', 'o');1
blondtrip24;('g', 'o', 'i');1
blondtrip24;('o', 'i', 'n');2
blondtrip24;('i', 'n', 'g');2
blondtrip24;('n', 'g', ' ');2
blondtrip24;('g', ' ', 'n');1
blondtrip24;('n', 'u', 't');1
blondtrip24;('u', 't', 't');1
blondtrip24;('t', 't', 'y');1
blondtrip24;('t', 'y', ' ');1
blondtrip24;('y', ' ', 'o');2
blondtrip24;(' ', 'o', 'v');1
blondtrip24;('o', 'v', 'e');1
blondtrip24;('v', 'e', 'r');3
blondtrip24;('e', 'r', ' ');2
blondtrip24;('r', ' ', 'h');1
blondtrip24;(' ', 'h', 'e');2
blondtrip24;('h', 'e', 'r');3
blondtrip24;('e', 'r', 'e');3
blondtrip24;('r', 'e', ' ');8
blondtrip24;('e', ' ', 'w');3
blondtrip24;(' ', 'w', 'i');2
blondtrip24;('w', 'i', 't');2
blondtrip24;('i', 't', 'h');2
blondtrip24;('t', 'h', ' ');2
blondtrip24;('h', ' ', 't');1
blondtrip24;(' ', 't', 'h');5
blondtrip24;('t', 'h', 'i');2
blondtrip24;('h', 'i', 's');2
blondtrip24;('i', 's', ' ');2
blondtrip24;('s', ' ', 's');1
blondtrip24;(' ', 's', 'o');8
blondtrip24;('s', 'o', 'c');1
blondtrip24;('o', 'c', 'i');1
blondtrip24;('c', 'i', 'a');1
blondtrip24;('i', 'a', 'l');1
blondtrip24;('a', 'l', ' ');1
blondtrip24;('l', ' ', 'i');1
blondtrip24;(' ', 'i', 's');1
blondtrip24;('i', 's', 'o');1
blondtrip24;('s', 'o', 'l');1
blondtrip24;('o', 'l', 'a');1
blondtrip24;('l', 'a', 't');1
blondtrip24;('a', 't', 'i');2
blondtrip24;('t', 'i', 'o');2
blondtrip24;('o', 'n', ' ');1
blondtrip24;('n', ' ', 'a');3
blondtrip24;('d', ' ', 'q');2
blondtrip24;(' ', 'q', 'u');2
blondtrip24;('q', 'u', 'a');1
blondtrip24;('u', 'a', 'r');1
blondtrip24;('a', 'r', 'a');1
blondtrip24;('r', 'a', 'n');1
blondtrip24;('a', 'n', 't');3
blondtrip24;('n', 't', 'i');1
blondtrip24;('t', 'i', 'n');4
blondtrip24;('i', 'n', 'e');1
blondtrip24;('n', 'e', ',');1
blondtrip24;('e', ',', ',');1
blondtrip24;(',', ' ', 's');1
blondtrip24;('s', 'o', ' ');1
blondtrip24;('o', ' ', 'w');1
blondtrip24;(' ', 'w', 'h');4
blondtrip24;('w', 'h', 'a');3
blondtrip24;('h', 'a', 't');6
blondtrip24;('a', 't', ' ');4
blondtrip24;(' ', 'r', ' ');1
blondtrip24;('r', ' ', 'y');1
blondtrip24;('o', 'u', ' ');7
blondtrip24;('u', ' ', 'd');1
blondtrip24;(' ', 'd', 'o');6
blondtrip24;('d', 'o', 'i');1
blondtrip24;('i', 'n', '?');1
blondtrip24;('n', '?', ' ');2
blondtrip24;('?', ' ', 'W');2
blondtrip24;(' ', 'W', 'h');2
blondtrip24;('W', 'h', 'a');2
blondtrip24;('t', ' ', 'd');1
blondtrip24;('d', 'o', ' ');5
blondtrip24;('o', ' ', 'y');3
blondtrip24;('u', ' ', 'l');1
blondtrip24;(' ', 'l', 'i');4
blondtrip24;('l', 'i', 'k');3
blondtrip24;('i', 'k', 'e');3
blondtrip24;('k', 'e', ' ');6
blondtrip24;('e', ' ', 't');5
blondtrip24;(' ', 't', 'o');6
blondtrip24;('t', 'o', ' ');7
blondtrip24;('o', ' ', 'd');1
blondtrip24;('o', ' ', 't');1
blondtrip24;('o', ' ', 's');2
blondtrip24;(' ', 's', 't');2
blondtrip24;('s', 't', 'a');1
blondtrip24;('t', 'a', 'y');1
blondtrip24;('a', 'y', ' ');2
blondtrip24;('y', ' ', 's');3
blondtrip24;(' ', 's', 'a');4
blondtrip24;('s', 'a', 'n');1
blondtrip24;('a', 'n', 'e');1
blondtrip24;('n', 'e', '?');1
blondtrip24;('t', ' ', 's');2
blondtrip24;('s', 'o', 'r');3
blondtrip24;('o', 'r', 't');3
blondtrip24;('r', 't', 'a');2
blondtrip24;('t', 'a', ' ');2
blondtrip24;('a', ' ', 'w');2
blondtrip24;(' ', 'w', 'o');3
blondtrip24;('w', 'o', 'm');2
blondtrip24;('o', 'm', 'a');2
blondtrip24;('m', 'a', 'n');2
blondtrip24;('a', 'n', ' ');5
blondtrip24;(' ', 'a', 'r');1
blondtrip24;('a', 'r', 'e');2
blondtrip24;('u', ' ', 'i');1
blondtrip24;('n', ' ', '2');1
blondtrip24;(' ', '2', '?');1
blondtrip24;('2', '?', ' ');1
blondtrip24;(' ', 'i', 'm');1
blondtrip24;('i', 'm', ' ');1
blondtrip24;('m', ' ', 'n');1
blondtrip24;(' ', 'n', 'o');2
blondtrip24;('n', 'o', 't');2
blondtrip24;('o', 't', ' ');3
blondtrip24;('t', ' ', 'a');2
blondtrip24;(' ', 'a', ' ');8
blondtrip24;('a', ' ', 'b');2
blondtrip24;(' ', 'b', 'o');1
blondtrip24;('b', 'o', 't');1
blondtrip24;('t', ' ', 'b');1
blondtrip24;('t', ' ', 'y');1
blondtrip24;('o', 'u', "'");1
blondtrip24;('u', "'", 'r');1
blondtrip24;("'", 'r', 'e');1
blondtrip24;('e', ' ', 'g');1
blondtrip24;(' ', 'g', 'e');5
blondtrip24;('g', 'e', 't');5
blondtrip24;('e', 't', 't');3
blondtrip24;('t', 't', 'i');3
blondtrip24;('g', ' ', 'w');1
blondtrip24;(' ', 'w', 'e');1
blondtrip24;('w', 'e', 'i');1
blondtrip24;('e', 'i', 'r');1
blondtrip24;('i', 'r', 'd');1
blondtrip24;('r', 'd', ' ');2
blondtrip24;('d', ' ', 's');1
blondtrip24;('s', 'o', '.');1
blondtrip24;('o', '.', '.');1
blondtrip24;('.', '.', '.');5
blondtrip24;('.', '.', ' ');10
blondtrip24;('.', ' ', 'w');1
blondtrip24;('a', 't', 'e');1
blondtrip24;('t', 'e', 'v');1
blondtrip24;('e', 'v', 'e');2
blondtrip24;('e', 'r', '.');1
blondtrip24;('r', '.', '.');1
blondtrip24;('.', ' ', 'S');1
blondtrip24;(' ', 'S', 'u');1
blondtrip24;('S', 'u', 'p');1
blondtrip24;('u', 'p', 'p');1
blondtrip24;('p', 'p', 'o');1
blondtrip24;('p', 'o', 's');1
blondtrip24;('o', 's', 'e');1
blondtrip24;('s', 'e', ' ');1
blondtrip24;('e', ' ', 'I');1
blondtrip24;(' ', 'a', 's');1
blondtrip24;('a', 's', 'k');1
blondtrip24;('s', 'k', ' ');1
blondtrip24;('k', ' ', 'y');1
blondtrip24;('y', 'a', ' ');2
blondtrip24;('a', ' ', 'a');1
blondtrip24;('a', ' ', 's');3
blondtrip24;('s', 't', 'r');1
blondtrip24;('t', 'r', 'a');1
blondtrip24;('r', 'a', 'i');1
blondtrip24;('a', 'i', 'g');1
blondtrip24;('i', 'g', 'h');3
blondtrip24;('g', 'h', 't');3
blondtrip24;('h', 't', 'f');1
blondtrip24;('t', 'f', 'o');1
blondtrip24;('f', 'o', 'r');1
blondtrip24;('o', 'r', 'w');1
blondtrip24;('r', 'w', 'a');1
blondtrip24;('w', 'a', 'r');1
blondtrip24;('a', 'r', 'd');1
blondtrip24;('q', 'u', 'e');1
blondtrip24;('u', 'e', 's');1
blondtrip24;('e', 's', 't');2
blondtrip24;('s', 't', 'i');1
blondtrip24;('o', 'n', '?');1
blondtrip24;('?', ' ', 'I');2
blondtrip24;('I', ' ', 'l');1
blondtrip24;('e', ' ', 'a');2
blondtrip24;('s', 'o', 'm');2
blondtrip24;('o', 'm', 'e');2
blondtrip24;('m', 'e', 'o');1
blondtrip24;('e', 'o', 'n');1
blondtrip24;('o', 'n', 'e');4
blondtrip24;('n', 'e', ' ');2
blondtrip24;('w', 'h', 'o');1
blondtrip24;('h', 'o', ' ');1
blondtrip24;('o', ' ', 'k');1
blondtrip24;(' ', 'k', 'n');2
blondtrip24;('k', 'n', 'o');2
blondtrip24;('n', 'o', 'w');3
blondtrip24;('o', 'w', 's');1
blondtrip24;('w', 's', ' ');1
blondtrip24;('s', ' ', 'h');1
blondtrip24;('w', ' ', 't');1
blondtrip24;('s', 'a', 't');1
blondtrip24;('t', 'i', 's');1
blondtrip24;('i', 's', 'f');1
blondtrip24;('s', 'f', 'y');1
blondtrip24;('f', 'y', ' ');1
blondtrip24;('y', ' ', 'a');1
blondtrip24;('a', ' ', 'l');2
blondtrip24;(' ', 'l', 'a');2
blondtrip24;('l', 'a', 'd');1
blondtrip24;('a', 'd', 'y');1
blondtrip24;('d', 'y', '.');1
blondtrip24;('y', '.', '.');1
blondtrip24;('.', ' ', 'H');2
blondtrip24;(' ', 'H', 'a');1
blondtrip24;('H', 'a', 'v');1
blondtrip24;('u', ' ', 'e');1
blondtrip24;(' ', 'e', 'v');1
blondtrip24;('r', ' ', 'm');1
blondtrip24;(' ', 'm', 'a');3
blondtrip24;('m', 'a', 'd');1
blondtrip24;('a', 'd', 'e');1
blondtrip24;('d', 'e', ' ');1
blondtrip24;('n', ' ', 'o');1
blondtrip24;(' ', 'o', 'r');1
blondtrip24;('o', 'r', 'g');1
blondtrip24;('r', 'g', 'a');1
blondtrip24;('g', 'a', 's');1
blondtrip24;('a', 's', 'm');1
blondtrip24;('s', 'm', ' ');1
blondtrip24;('m', ' ', ';');1
blondtrip24;(' ', ';', 'X');1
blondtrip24;(';', 'X', '?');1
blondtrip24;('X', '?', ' ');1
blondtrip24;('?', ' ', 'h');1
blondtrip24;('h', 'a', 'h');2
blondtrip24;('a', 'h', 'a');2
blondtrip24;('h', 'a', ' ');1
blondtrip24;('a', ' ', 'W');1
blondtrip24;(' ', 'W', 'i');1
blondtrip24;('W', 'i', 's');1
blondtrip24;('i', 's', 'h');1
blondtrip24;('s', 'h', ' ');1
blondtrip24;('h', ' ', 'I');1
blondtrip24;('I', ' ', 'c');2
blondtrip24;('c', 'o', 'u');1
blondtrip24;('o', 'u', 'l');2
blondtrip24;('u', 'l', 'd');2
blondtrip24;('l', 'd', ' ');2
blondtrip24;('d', ' ', 'l');1
blondtrip24;('l', 'a', 'y');1
blondtrip24;('y', ' ', 't');1
blondtrip24;('t', 'h', 'e');2
blondtrip24;('e', ' ', 'n');1
blondtrip24;(' ', 'n', 'e');3
blondtrip24;('n', 'e', 'x');1
blondtrip24;('e', 'x', 't');1
blondtrip24;('x', 't', ' ');1
blondtrip24;('t', ' ', 't');3
blondtrip24;('u', ' ', ';');1
blondtrip24;(' ', ';', ')');1
blondtrip24;(';', ')', ' ');1
blondtrip24;(')', ' ', 'd');1
blondtrip24;('a', ' ', 'k');1
blondtrip24;(' ', 'i', 'f');1
blondtrip24;('i', 'f', ' ');1
blondtrip24;('f', ' ', 'y');2
blondtrip24;('u', ' ', 'w');4
blondtrip24;('w', 'o', 'u');1
blondtrip24;('d', ' ', 'g');1
blondtrip24;('e', 't', ' ');1
blondtrip24;('t', ' ', 'm');2
blondtrip24;('m', 'e', ' ');7
blondtrip24;('o', ' ', 'c');2
blondtrip24;(' ', 'c', 'l');1
blondtrip24;('c', 'l', 'i');1
blondtrip24;('l', 'i', 'm');1
blondtrip24;('i', 'm', 'a');1
blondtrip24;('m', 'a', 'x');1
blondtrip24;('a', 'x', '?');1
blondtrip24;('x', '?', ' ');2
blondtrip24;('?', ' ', 'l');1
blondtrip24;(' ', 'l', 'o');1
blondtrip24;('l', 'o', 'l');1
blondtrip24;('o', 'l', ' ');1
blondtrip24;(' ', 'a', 'l');1
blondtrip24;('a', 'l', 'r');1
blondtrip24;('l', 'r', 'i');1
blondtrip24;('r', 'i', 'g');2
blondtrip24;('h', 't', ' ');2
blondtrip24;('t', ' ', 'I');1
blondtrip24;(' ', 'a', 'm');1
blondtrip24;('a', 'm', ' ');1
blondtrip24;('i', 'n', 't');1
blondtrip24;('n', 't', 'o');1
blondtrip24;(' ', 'u', '.');1
blondtrip24;('u', '.', ' ');1
blondtrip24;('.', ' ', 'd');1
blondtrip24;('u', ' ', 'f');1
blondtrip24;(' ', 'f', 'a');1
blondtrip24;('f', 'a', 'n');1
blondtrip24;('a', 'n', 'c');1
blondtrip24;('n', 'c', 'y');1
blondtrip24;('c', 'y', ' ');1
blondtrip24;(' ', 'g', 'a');1
blondtrip24;('g', 'a', 'l');1
blondtrip24;('a', 'l', 's');1
blondtrip24;('l', 's', ' ');1
blondtrip24;('s', ' ', 'w');1
blondtrip24;('h', ' ', 'a');1
blondtrip24;('b', 'u', 'n');1
blondtrip24;('u', 'n', 'c');1
blondtrip24;('n', 'c', 'h');1
blondtrip24;('c', 'h', ' ');1
blondtrip24;('h', ' ', 'o');1
blondtrip24;(' ', 'o', 'f');3
blondtrip24;('o', 'f', ' ');3
blondtrip24;('f', ' ', 't');2
blondtrip24;(' ', 't', 'a');2
blondtrip24;('t', 'a', 't');1
blondtrip24;('a', 't', 'o');1
blondtrip24;('t', 'o', 'o');1
blondtrip24;('o', 'o', 's');1
blondtrip24;('o', 's', '?');1
blondtrip24;('s', '?', ' ');1
blondtrip24;(' ', 'I', "'");1
blondtrip24;('I', "'", 'm');1
blondtrip24;("'", 'm', ' ');2
blondtrip24;('m', ' ', 's');2
blondtrip24;('a', ' ', 'g');1
blondtrip24;('l', 'i', 'l');1
blondtrip24;('i', 'l', ' ');1
blondtrip24;('l', ' ', 'h');1
blondtrip24;('h', 'o', 'r');1
blondtrip24;('o', 'r', 'n');1
blondtrip24;('r', 'n', 'y');1
blondtrip24;('n', 'y', ' ');1
blondtrip24;('y', ' ', 'h');1
blondtrip24;('h', 'a', '.');1
blondtrip24;('a', '.', '.');1
blondtrip24;('.', ' ', 'u');3
blondtrip24;(' ', 'w', 'a');3
blondtrip24;('w', 'a', 'n');3
blondtrip24;('a', 'n', 'n');2
blondtrip24;('n', 'n', 'a');1
blondtrip24;('n', 'a', ' ');1
blondtrip24;(' ', 's', 'e');4
blondtrip24;('s', 'e', 'e');3
blondtrip24;('e', 'e', ' ');3
blondtrip24;('e', ' ', 's');2
blondtrip24;(' ', 'm', 'o');2
blondtrip24;('m', 'o', 'r');3
blondtrip24;('o', 'r', 'e');3
blondtrip24;('e', ' ', 'p');1
blondtrip24;(' ', 'p', 'i');1
blondtrip24;('p', 'i', 'x');1
blondtrip24;('i', 'x', '?');1
blondtrip24;('?', ' ', 't');1
blondtrip24;(' ', 't', 'e');1
blondtrip24;('t', 'e', 'l');1
blondtrip24;('e', 'l', 'l');2
blondtrip24;('l', 'l', ' ');2
blondtrip24;('l', ' ', 'm');2
blondtrip24;('u', ' ', 'n');1
blondtrip24;('n', 'e', 'e');1
blondtrip24;('e', 'e', 'd');1
blondtrip24;(' ', 's', 'u');2
blondtrip24;('s', 'u', 'g');1
blondtrip24;('u', 'g', 'a');1
blondtrip24;('g', 'a', 'r');1
blondtrip24;('a', 'r', ' ');1
blondtrip24;('r', ' ', 'i');1
blondtrip24;('t', ' ', 'g');1
blondtrip24;('e', 't', 's');1
blondtrip24;('s', ' ', 'm');1
blondtrip24;('e', ' ', 'h');2
blondtrip24;('h', 'o', 't');1
blondtrip24;('o', 't', '.');1
blondtrip24;('t', '.', '.');1
blondtrip24;('.', ' ', 'n');1
blondtrip24;(' ', 'n', 'a');3
blondtrip24;('n', 'a', 'n');3
blondtrip24;('n', ' ', 'T');1
blondtrip24;(' ', 'T', 'e');1
blondtrip24;('T', 'e', 'l');1
blondtrip24;('t', ' ', 'u');1
blondtrip24;(' ', 'u', "'");1
blondtrip24;('u', "'", 'd');1
blondtrip24;("'", 'd', ' ');1
blondtrip24;('d', ' ', 'd');1
blondtrip24;('o', ' ', '2');1
blondtrip24;(' ', '2', ' ');2
blondtrip24;('2', ' ', 'm');1
blondtrip24;('m', 'e', '.');1
blondtrip24;('e', '.', '.');3
blondtrip24;('n', 't', ' ');2
blondtrip24;(' ', 'c', ' ');1
blondtrip24;('c', ' ', 'm');1
blondtrip24;('s', ' ', 't');1
blondtrip24;(' ', 't', 'i');1
blondtrip24;('t', 'i', 'm');1
blondtrip24;('i', 'm', 'e');1
blondtrip24;('e', '?', '?');1
blondtrip24;('?', '?', '?');1
blondtrip24;('?', '?', ' ');1
blondtrip24;('?', ' ', 'n');2
blondtrip24;('n', ' ', 'U');1
blondtrip24;(' ', 'U', ' ');1
blondtrip24;('U', ' ', 'l');1
blondtrip24;('t', 'h', 'a');1
blondtrip24;('a', 't', '?');1
blondtrip24;('t', '?', ' ');1
blondtrip24;('?', ' ', 'G');1
blondtrip24;(' ', 'G', 'i');1
blondtrip24;('G', 'i', 'v');1
blondtrip24;('i', 'v', 'e');1
blondtrip24;('e', ' ', 'o');2
blondtrip24;(' ', 'o', 'n');3
blondtrip24;('o', 'u', '.');1
blondtrip24;('u', '.', '.');1
blondtrip24;('.', ' ', 'm');1
blondtrip24;('m', 'a', 'k');2
blondtrip24;('a', 'k', 'e');3
blondtrip24;('e', ' ', 'i');3
blondtrip24;('a', ' ', 'r');1
blondtrip24;('r', 'e', 'a');1
blondtrip24;('e', 'a', 'l');1
blondtrip24;('a', 'l', 'l');1
blondtrip24;('l', 'l', 'y');1
blondtrip24;('l', 'y', ' ');2
blondtrip24;('s', 'e', 'x');1
blondtrip24;('e', 'x', 'y');1
blondtrip24;('x', 'y', ' ');1
blondtrip24;('n', 'e', '!');1
blondtrip24;('e', '!', ' ');1
blondtrip24;('!', ' ', 'i');1
blondtrip24;(' ', 'i', "'");1
blondtrip24;('i', "'", 'm');1
blondtrip24;('m', ' ', 'h');1
blondtrip24;('h', 'o', 'n');1
blondtrip24;('n', 'e', 's');1
blondtrip24;('s', 't', 'l');1
blondtrip24;('t', 'l', 'y');1
blondtrip24;('n', ' ', 's');1
blondtrip24;('r', 't', ' ');1
blondtrip24;('t', ' ', 'o');1
blondtrip24;(' ', 't', 'u');1
blondtrip24;('t', 'u', 'r');1
blondtrip24;('u', 'r', 'n');1
blondtrip24;('r', 'n', 'e');1
blondtrip24;('n', 'e', 'd');1
blondtrip24;('d', ' ', 'o');1
blondtrip24;('o', 'n', '.');1
blondtrip24;('n', '.', '.');1
blondtrip24;('t', ' ', '2');1
blondtrip24;('2', ' ', 's');1
blondtrip24;('y', ' ', 'b');1
blondtrip24;(' ', 'b', 'a');1
blondtrip24;('b', 'a', 'c');1
blondtrip24;('a', 'c', 'k');1
blondtrip24;('c', 'k', ' ');2
blondtrip24;('k', ' ', 's');1
blondtrip24;(' ', 's', 'i');1
blondtrip24;('s', 'i', 'd');1
blondtrip24;('i', 'd', 'e');1
blondtrip24;('d', 'e', '?');1
blondtrip24;('n', ' ', 'I');1
blondtrip24;(' ', 'c', 'a');1
blondtrip24;('c', 'a', 'n');1
blondtrip24;('n', 'n', 'o');1
blondtrip24;('t', 'a', 'k');1
blondtrip24;('t', ' ', 'n');2
blondtrip24;('n', 'e', 'm');1
blondtrip24;('e', 'm', 'o');1
blondtrip24;('r', 'e', '.');2
blondtrip24;('.', ' ', 'c');2
blondtrip24;(' ', 'c', 'u');1
blondtrip24;('c', 'u', 'm');1
blondtrip24;('e', ' ', 'r');1
blondtrip24;(' ', 'r', 'i');1
blondtrip24;('o', 'w', '.');1
blondtrip24;('w', '.', ' ');1
blondtrip24;(' ', 'c', 'h');1
blondtrip24;('c', 'h', 'e');1
blondtrip24;('h', 'e', 'c');1
blondtrip24;('e', 'c', 'k');1
blondtrip24;('k', ' ', 'o');1
blondtrip24;(' ', 'o', 'u');1
blondtrip24;('o', 'u', 't');1
blondtrip24;('y', ' ', 'p');1
blondtrip24;(' ', 'p', 'a');1
blondtrip24;('p', 'a', 'g');1
blondtrip24;('a', 'g', 'e');1
blondtrip24;('g', 'e', ' ');1
blondtrip24;('s', 'u', 'r');1
blondtrip24;('u', 'r', 'e');2
blondtrip24;('e', ' ', 'u');1
blondtrip24;('u', ' ', 's');1
blondtrip24;('s', 'a', 'v');1
blondtrip24;('h', 'e', ' ');1
blondtrip24;('i', 'n', 'v');1
blondtrip24;('n', 'v', 'i');1
blondtrip24;('v', 'i', 't');1
blondtrip24;('i', 't', 'e');1
blondtrip24;('t', 'e', '.');1
blondtrip24;(' ', 'H', 'e');1
blondtrip24;('H', 'e', 'y');1
blondtrip24;('e', 'y', ' ');1
blondtrip24;('s', 'a', 'f');1
blondtrip24;('a', 'f', 'e');1
blondtrip24;('f', 'e', 's');1
blondtrip24;('e', 's', 'h');1
blondtrip24;('s', 'h', 'a');1
blondtrip24;('h', 'a', 'r');1
blondtrip24;('r', 'e', 's');1
blondtrip24;('e', 's', 'e');1
blondtrip24;('s', 'e', 'c');1
blondtrip24;('e', 'c', 'u');1
blondtrip24;('c', 'u', 'r');1
blondtrip24;('e', '.', 'c');1
blondtrip24;('.', 'c', 'o');1
blondtrip24;('o', 'm', '/');1
blondtrip24;('m', '/', 'b');1
blondtrip24;('/', 'b', 'a');1
blondtrip24;('b', 'a', 'd');1
blondtrip24;('a', 'd', 'b');1
blondtrip24;('d', 'b', 'e');1
blondtrip24;('b', 'e', 'a');1
blondtrip24;('e', 'a', 'c');1
blondtrip24;('a', 'c', 'h');1
blondtrip24;('c', 'h', '2');1
blondtrip24;('h', '2', '0');1
blondtrip24;('2', '0', '?');1
blondtrip24;('0', '?', '2');1
blondtrip24;('?', '2', 'E');1
blondtrip24;('2', 'E', 'r');1
blondtrip24;('E', 'r', '8');1
blondtrip24;('r', '8', 'b');1
blondtrip24;('8', 'b', 'T');1
blondtrip24;('b', 'T', 'R');1
